CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Last Purchase Days Ago,Churn
CUST_0423,59,Female,54,19,5,20,Basic,2235.66,234,1
CUST_0424,43,Male,21,12,5,7,Premium,2316.15,24,0
CUST_0425,52,Male,54,8,9,3,Standard,178.93,26,0
CUST_0426,67,Male,11,17,0,26,Premium,673.52,218,1
CUST_0427,42,Male,39,15,3,3,Premium,1006.14,346,0
CUST_0428,41,Female,28,10,0,4,Standard,656.58,10,0
CUST_0429,30,Female,5,15,3,0,Standard,1773.48,17,0
CUST_0430,24,Male,17,15,1,16,Basic,4826.65,245,0
CUST_0431,53,Female,56,23,4,1,Standard,2595.19,206,0
CUST_0432,62,Male,20,7,9,29,Premium,3175.02,258,1
CUST_0433,37,Male,41,13,8,7,Premium,1846.29,112,0
CUST_0434,18,Female,46,17,9,6,Standard,1685.09,205,0
CUST_0435,25,Female,58,9,2,14,Premium,213.42,27,0
CUST_0436,63,Female,12,8,7,25,Basic,2551.63,71,1
CUST_0437,33,Female,6,20,2,24,Premium,2469.68,176,1
CUST_0438,31,Female,17,26,5,4,Basic,873.37,202,0
CUST_0439,29,Female,51,27,3,1,Premium,3845.19,248,0
CUST_0440,68,Female,19,21,7,6,Basic,2514.1,118,0
CUST_0441,40,Male,26,18,5,7,Basic,1761.07,9,0
CUST_0442,32,Male,48,13,7,27,Standard,819.85,86,1
CUST_0443,45,Male,44,16,0,6,Basic,2805.59,23,0
CUST_0444,51,Male,44,9,5,29,Standard,3788.8,240,1
CUST_0445,19,Male,52,12,0,6,Premium,1481.8,73,0
CUST_0446,49,Female,32,12,0,27,Premium,1172.09,27,1
CUST_0447,40,Male,6,6,7,13,Premium,2657.48,349,0
CUST_0448,39,Male,55,19,6,20,Basic,861.18,81,1
CUST_0449,68,Male,58,28,2,17,Premium,3366.41,84,0
CUST_0450,42,Male,36,7,5,5,Premium,3066.18,199,0
CUST_0451,39,Male,38,25,8,3,Standard,526.7,43,0
CUST_0452,39,Male,11,3,6,9,Standard,278.95,263,0
CUST_0453,66,Male,33,16,2,17,Premium,3139.41,92,0
CUST_0454,69,Female,24,18,5,11,Premium,1542.04,339,0
CUST_0455,59,Female,23,16,3,15,Basic,523.58,84,0
CUST_0456,23,Male,15,23,2,24,Basic,3821.2,300,0
CUST_0457,32,Female,27,7,8,6,Premium,1638.82,296,0
CUST_0458,60,Female,11,4,9,5,Standard,2352.04,135,1
CUST_0459,54,Female,57,27,1,27,Premium,1260.38,281,0
CUST_0460,50,Female,51,25,0,4,Basic,3173.85,59,0
CUST_0461,25,Male,50,8,1,2,Standard,1577.29,359,0
CUST_0462,61,Female,17,13,6,11,Standard,4843.3,342,0
CUST_0463,61,Female,51,13,9,14,Basic,3544.44,241,0
CUST_0464,22,Female,53,17,0,9,Premium,769.94,342,0
CUST_0465,56,Male,14,17,5,25,Premium,2141.8,98,1
CUST_0466,21,Male,27,5,6,19,Premium,1988.56,62,0
CUST_0467,23,Male,18,6,8,18,Basic,2717.81,264,1
CUST_0468,62,Male,28,19,7,15,Standard,4225.46,113,0
CUST_0469,49,Male,51,13,5,27,Basic,2958.77,146,1
CUST_0470,69,Male,47,25,2,10,Premium,401.63,216,0
CUST_0471,47,Male,47,28,7,7,Basic,3311.54,256,0
CUST_0472,64,Female,4,26,6,2,Standard,140.5,316,1
CUST_0473,52,Female,7,14,2,22,Basic,3921.81,316,0
CUST_0474,57,Female,45,22,8,6,Premium,3366.52,362,0
CUST_0475,69,Male,35,4,1,22,Standard,1613.05,258,0
CUST_0476,33,Male,48,28,2,28,Basic,1532.96,194,1
CUST_0477,30,Male,9,7,1,6,Basic,4011.54,347,0
CUST_0478,67,Male,8,8,0,13,Standard,3938.35,14,0
CUST_0479,59,Male,52,25,3,1,Standard,1826.28,304,0
CUST_0480,47,Female,45,13,4,9,Premium,1564.84,103,0
CUST_0481,36,Female,17,27,5,18,Standard,2843.14,245,0
CUST_0482,34,Male,17,6,4,25,Premium,140.99,245,1
CUST_0483,36,Male,49,6,0,8,Basic,505.07,312,0
CUST_0484,45,Male,33,24,2,15,Premium,718.23,268,0
CUST_0485,43,Male,32,28,0,18,Basic,1008.52,224,1
CUST_0486,54,Female,8,21,4,17,Standard,2608.89,220,0
CUST_0487,43,Male,19,3,4,8,Basic,4961.99,311,0
CUST_0488,40,Male,38,28,5,15,Standard,3297.81,217,1
CUST_0489,26,Male,3,3,7,12,Basic,400.36,4,1
CUST_0490,29,Male,59,13,9,9,Basic,2675.34,36,1
CUST_0491,18,Female,5,22,0,24,Basic,2533.56,178,0
CUST_0492,18,Male,13,2,3,19,Basic,806.42,257,1
CUST_0493,64,Male,47,16,9,13,Premium,4609.33,17,0
CUST_0494,51,Female,46,22,0,11,Basic,2259.75,199,0
CUST_0495,49,Female,31,29,8,24,Premium,4973.34,318,1
CUST_0496,65,Female,55,6,6,18,Standard,2158.35,48,1
CUST_0497,42,Male,16,8,6,6,Standard,3078.99,62,0
CUST_0498,57,Male,50,23,4,22,Premium,613.34,69,0
CUST_0499,62,Female,32,8,6,14,Standard,2325.72,147,0
CUST_0500,18,Female,22,25,1,15,Standard,1269.95,359,0
CUST_0501,33,Female,29,6,3,26,Basic,4194.27,162,0
CUST_0502,56,Female,22,14,6,7,Basic,3941.21,227,0
CUST_0503,22,Female,43,3,2,9,Basic,4138.48,347,0
CUST_0504,39,Female,3,10,1,3,Premium,3645.69,230,0
CUST_0505,46,Male,54,3,9,18,Premium,4180.15,178,1
CUST_0506,20,Male,10,27,1,18,Standard,1084.06,345,0
CUST_0507,29,Male,42,12,0,27,Basic,2315.01,56,0
CUST_0508,43,Female,21,17,4,20,Premium,3490.05,78,0
CUST_0509,33,Female,16,27,5,26,Premium,3223.22,270,1
CUST_0510,68,Female,12,29,5,14,Basic,3610.14,206,0
CUST_0511,54,Female,2,5,8,13,Premium,1198.87,281,1
CUST_0512,39,Female,41,20,3,0,Basic,582.33,228,0
CUST_0513,46,Female,24,25,0,15,Standard,4592.35,239,0
CUST_0514,31,Male,35,9,5,9,Standard,2844.84,288,0
CUST_0515,45,Male,56,21,4,18,Standard,853.75,82,0
CUST_0516,22,Female,30,26,9,29,Basic,3987.84,334,1
CUST_0517,64,Male,57,20,5,21,Premium,4583.16,250,0
CUST_0518,66,Female,30,7,2,2,Standard,930.86,193,0
CUST_0519,47,Male,47,22,1,4,Standard,4105.32,106,0
CUST_0520,63,Female,35,4,5,8,Standard,4672.8,189,0
CUST_0521,69,Female,19,13,0,17,Premium,4697.97,276,0
CUST_0522,22,Male,50,13,6,10,Premium,4579.37,74,0
CUST_0523,29,Male,8,10,6,15,Basic,2777.46,10,0
CUST_0524,33,Female,26,18,9,1,Standard,1845.44,123,0
CUST_0525,43,Female,49,17,6,11,Premium,135.64,216,0
CUST_0526,43,Male,40,20,9,21,Basic,398.47,290,1
CUST_0527,65,Male,7,20,0,5,Standard,2201.31,40,0
CUST_0528,38,Female,30,13,3,10,Premium,2056.7,193,0
CUST_0529,56,Male,7,17,6,26,Premium,1005.1,127,1
CUST_0530,53,Female,3,22,8,7,Basic,2037.85,289,0
CUST_0531,50,Female,1,4,4,11,Standard,955.79,71,1
CUST_0532,47,Female,36,1,1,28,Standard,4259.08,137,1
CUST_0533,54,Female,25,1,6,26,Premium,1561.15,144,1
CUST_0534,40,Male,37,15,9,29,Standard,3032.97,354,1
CUST_0535,27,Male,1,13,0,1,Basic,2563.93,299,0
CUST_0536,22,Male,15,17,6,8,Premium,354.22,345,1
CUST_0537,53,Male,37,24,5,14,Premium,4716.95,269,0
CUST_0538,51,Male,13,26,6,1,Basic,2683.41,139,0
CUST_0539,69,Male,40,8,9,28,Premium,1692.78,52,1
CUST_0540,48,Male,8,18,2,0,Standard,874.82,17,0
CUST_0541,27,Female,5,27,2,9,Standard,1758.78,165,0
CUST_0542,36,Male,9,13,6,1,Premium,200.51,13,0
CUST_0543,49,Male,1,23,1,11,Basic,1881.43,190,0
CUST_0544,18,Female,36,14,0,22,Basic,2704.28,340,1
CUST_0545,22,Male,35,8,8,7,Standard,4372.14,353,0
CUST_0546,62,Male,2,8,8,4,Basic,3468.13,362,0
CUST_0547,21,Female,40,27,6,21,Premium,646.75,352,1
CUST_0548,33,Male,23,26,6,27,Premium,823.96,264,1
CUST_0549,41,Male,9,15,2,0,Standard,2197.8,312,0
CUST_0550,33,Male,34,27,9,14,Standard,1058.97,221,1
CUST_0551,19,Female,46,13,1,5,Standard,236.46,104,0
CUST_0552,66,Male,14,7,6,11,Basic,4044.57,339,0
CUST_0553,45,Male,4,5,8,7,Premium,195.66,198,1
CUST_0554,49,Female,30,17,0,12,Premium,4170.38,300,0
CUST_0555,44,Male,31,28,3,18,Premium,806.11,359,0
CUST_0556,37,Female,38,25,5,26,Standard,4875.92,169,0
CUST_0557,41,Female,11,29,6,0,Premium,3058.98,149,0
CUST_0558,29,Male,35,16,9,10,Basic,3701.42,249,0
CUST_0559,67,Female,8,23,6,19,Basic,641.37,256,1
CUST_0560,52,Female,3,2,9,0,Premium,4324.31,42,1
CUST_0561,50,Male,14,22,1,29,Standard,4212.04,202,0
CUST_0562,50,Female,13,18,3,7,Premium,3299.66,244,0
CUST_0563,68,Female,45,17,4,4,Basic,2561.15,157,0
CUST_0564,60,Male,32,7,0,16,Basic,3635.3,286,0
CUST_0565,54,Male,34,13,0,29,Basic,129.05,282,1
CUST_0566,29,Male,45,18,9,7,Premium,3002.96,238,1
CUST_0567,20,Female,19,29,2,24,Basic,4252.29,19,0
CUST_0568,18,Male,59,14,9,9,Standard,1848.81,53,1
CUST_0569,50,Female,38,18,2,1,Premium,630.62,85,0
CUST_0570,57,Female,16,13,7,8,Premium,2162.3,273,0
CUST_0571,27,Female,2,11,8,23,Basic,3662.81,360,1
CUST_0572,60,Female,40,21,0,22,Basic,625.78,213,0
CUST_0573,61,Female,17,21,1,2,Standard,1109.64,361,0
CUST_0574,46,Female,55,16,9,17,Premium,823.0,104,1
CUST_0575,30,Female,34,23,1,6,Basic,4005.04,192,0
CUST_0576,29,Male,42,17,3,14,Standard,408.17,177,0
CUST_0577,48,Male,16,8,1,20,Basic,3464.27,147,0
CUST_0578,63,Female,38,19,6,21,Premium,1895.64,81,1
CUST_0579,19,Female,2,20,8,19,Basic,3803.38,193,1
CUST_0580,68,Male,2,15,6,17,Premium,4825.48,37,1
CUST_0581,67,Female,26,9,5,24,Basic,661.27,326,1
CUST_0582,52,Male,13,20,9,2,Premium,1640.49,154,0
CUST_0583,40,Male,56,10,0,27,Standard,4069.61,130,0
CUST_0584,34,Male,47,12,9,29,Premium,1404.18,59,1
CUST_0585,43,Female,31,21,8,22,Standard,1154.09,224,1
CUST_0586,25,Female,34,23,4,13,Premium,4144.35,249,0
CUST_0587,46,Male,39,20,4,23,Standard,4936.7,240,0
CUST_0588,43,Male,3,1,5,1,Basic,2828.71,293,0
CUST_0589,27,Male,8,25,8,13,Premium,1462.44,287,0
CUST_0590,43,Male,23,20,7,21,Basic,2052.97,204,0
CUST_0591,51,Male,14,9,7,10,Standard,933.64,99,0
CUST_0592,68,Female,56,22,7,15,Premium,3833.25,350,0
CUST_0593,58,Male,55,15,0,7,Premium,3890.02,176,0
CUST_0594,24,Female,27,1,0,6,Basic,4388.09,262,0
CUST_0595,21,Male,54,12,7,10,Premium,230.35,271,0
CUST_0596,67,Female,29,3,4,2,Premium,2853.71,143,0
CUST_0597,62,Female,39,11,8,16,Basic,1149.85,189,1
CUST_0598,28,Female,53,2,1,13,Premium,1770.33,272,0
CUST_0599,46,Female,39,16,8,5,Basic,3946.28,20,0
CUST_0600,53,Female,1,9,7,7,Basic,1040.96,333,0
CUST_0601,42,Female,17,15,8,21,Basic,3227.87,300,0
CUST_0602,38,Male,41,12,3,4,Basic,3307.37,46,0
CUST_0603,53,Female,30,1,0,26,Basic,4775.06,95,0
CUST_0604,27,Male,53,13,0,27,Standard,3898.29,64,0
CUST_0605,54,Female,13,14,4,7,Standard,4037.81,131,0
CUST_0606,26,Female,21,25,1,1,Basic,2704.84,9,0
CUST_0607,41,Male,19,25,7,14,Standard,1015.23,203,0
CUST_0608,52,Female,53,8,9,11,Standard,2185.26,298,0
CUST_0609,66,Male,19,8,4,16,Premium,2792.5,174,0
CUST_0610,52,Male,57,27,4,0,Basic,3424.25,73,0
CUST_0611,65,Male,25,12,1,14,Standard,3077.77,84,0
CUST_0612,53,Male,22,1,6,13,Premium,2030.49,59,1
CUST_0613,35,Female,31,11,7,19,Premium,1400.03,21,1
CUST_0614,66,Female,17,8,9,21,Basic,924.33,157,1
CUST_0615,56,Male,55,10,0,15,Basic,3499.84,319,0
CUST_0616,49,Female,23,19,1,28,Premium,3262.45,329,0
CUST_0617,41,Female,32,11,9,8,Basic,3468.13,61,0
CUST_0618,40,Male,10,7,3,0,Basic,1925.38,64,0
CUST_0619,49,Female,10,11,4,27,Premium,1385.8,325,1
CUST_0620,54,Male,36,17,1,16,Premium,3822.63,168,0
CUST_0621,29,Male,8,1,0,28,Basic,3890.87,203,0
CUST_0622,66,Female,54,26,8,12,Standard,2332.52,129,1
CUST_0623,30,Female,52,29,0,20,Basic,3098.33,245,0
CUST_0624,40,Female,20,21,3,25,Standard,1930.25,106,1
CUST_0625,42,Male,32,21,1,20,Premium,3539.54,321,0
CUST_0626,52,Male,50,8,3,4,Standard,4195.04,122,0
CUST_0627,58,Female,14,23,7,9,Premium,3472.34,318,0
CUST_0628,47,Female,50,24,7,5,Basic,2611.65,182,0
CUST_0629,34,Female,28,6,8,23,Basic,2347.42,103,1
CUST_0630,66,Female,46,22,4,18,Premium,3247.37,316,1
CUST_0631,37,Male,52,18,6,24,Premium,3431.07,302,1
CUST_0632,65,Female,53,6,2,12,Premium,2837.77,261,0
CUST_0633,42,Male,24,5,9,0,Basic,3162.22,113,0
CUST_0634,39,Male,15,13,3,19,Basic,573.28,70,1
CUST_0635,30,Female,22,19,9,24,Standard,4763.65,160,1
CUST_0636,36,Female,30,22,8,14,Premium,3974.79,240,1
CUST_0637,66,Female,4,8,9,13,Standard,1932.25,11,1
CUST_0638,53,Male,13,9,9,7,Basic,2857.78,138,1
CUST_0639,29,Female,59,17,0,9,Standard,331.89,167,0
CUST_0640,58,Female,23,3,1,8,Standard,302.02,247,0
CUST_0641,36,Male,8,19,4,16,Basic,1328.91,354,0
CUST_0642,29,Female,18,11,2,8,Basic,3479.54,31,0
CUST_0643,26,Male,12,24,1,2,Premium,4275.52,12,0
CUST_0644,24,Female,55,17,0,10,Standard,2840.01,243,0
CUST_0645,45,Male,31,21,9,11,Basic,2707.45,108,0
CUST_0646,31,Female,14,19,2,9,Basic,2071.32,336,0
CUST_0647,48,Female,34,2,0,24,Standard,891.83,323,1
CUST_0648,69,Male,18,8,0,16,Basic,679.94,194,0
CUST_0649,36,Male,56,19,0,16,Premium,3827.33,308,0
CUST_0650,64,Female,34,7,7,24,Premium,4644.77,133,1
CUST_0651,33,Male,11,28,2,10,Standard,2345.59,281,0
CUST_0652,22,Male,41,27,0,29,Premium,3331.28,291,0
CUST_0653,52,Male,12,17,6,21,Basic,4580.84,163,0
CUST_0654,29,Male,49,6,9,3,Basic,541.56,278,0
CUST_0655,42,Female,15,19,2,6,Basic,3875.36,203,0
CUST_0656,69,Female,57,24,7,20,Basic,3122.4,96,1
CUST_0657,38,Male,31,6,3,25,Standard,3033.32,223,0
CUST_0658,53,Male,49,28,3,13,Premium,1533.45,237,1
CUST_0659,40,Male,58,2,4,6,Premium,3451.08,117,0
CUST_0660,33,Male,29,6,5,23,Basic,3994.51,192,0
CUST_0661,56,Female,26,23,6,7,Standard,653.01,276,0
CUST_0662,62,Female,18,5,3,0,Basic,2714.26,106,0
CUST_0663,59,Male,32,19,7,23,Basic,596.2,4,1
CUST_0664,56,Male,22,20,5,21,Standard,4375.61,18,1
CUST_0665,31,Male,38,4,0,3,Standard,2587.42,307,0
CUST_0666,48,Female,17,22,0,28,Basic,4059.03,20,1
CUST_0667,22,Male,23,26,8,29,Premium,1903.62,122,1
CUST_0668,52,Female,24,17,9,11,Basic,712.88,137,0
CUST_0669,40,Male,50,11,5,23,Premium,303.35,80,1
CUST_0670,46,Female,8,4,9,2,Premium,1479.4,154,1
CUST_0671,60,Male,41,26,7,12,Standard,1296.75,358,0
CUST_0672,28,Female,6,13,6,19,Standard,2845.72,25,0
CUST_0673,35,Male,5,20,5,5,Basic,206.52,169,0
CUST_0674,64,Male,44,26,3,10,Premium,2650.8,59,0
CUST_0675,29,Male,57,17,6,22,Premium,2019.68,301,1
CUST_0676,26,Female,29,9,8,3,Basic,2927.9,41,0
CUST_0677,27,Male,28,4,9,19,Basic,3541.85,38,1
CUST_0678,61,Female,11,23,9,15,Basic,3207.05,117,1
CUST_0679,34,Female,57,28,6,6,Standard,4924.76,275,0
CUST_0680,55,Male,1,14,0,21,Basic,777.5,270,1
CUST_0681,24,Male,43,19,9,28,Basic,2205.71,127,1
CUST_0682,63,Male,19,26,8,10,Premium,2181.67,3,0
CUST_0683,30,Female,9,28,3,23,Basic,2143.56,293,0
CUST_0684,57,Male,27,3,2,0,Premium,3352.61,16,0
CUST_0685,59,Female,34,14,3,25,Premium,2500.16,265,1
CUST_0686,26,Female,44,8,3,28,Standard,2635.42,239,1
CUST_0687,67,Male,4,24,9,26,Basic,2218.54,263,1
CUST_0688,44,Male,36,27,1,6,Basic,4959.33,134,0
CUST_0689,19,Male,18,28,0,11,Premium,4645.05,213,0
CUST_0690,22,Male,15,1,9,6,Standard,1607.85,15,0
CUST_0691,46,Male,51,10,0,26,Standard,646.81,328,0
CUST_0692,54,Male,13,18,7,22,Basic,4214.85,360,1
CUST_0693,55,Female,19,16,1,6,Premium,4986.13,129,0
CUST_0694,36,Female,49,8,9,9,Basic,1533.78,352,0
CUST_0695,25,Female,6,1,4,29,Basic,1853.15,122,1
CUST_0696,65,Male,48,12,3,15,Basic,4714.0,241,0
CUST_0697,62,Female,56,8,7,25,Basic,3584.53,115,1
CUST_0698,18,Female,12,24,1,7,Premium,1548.63,197,0
CUST_0699,39,Female,51,16,9,8,Standard,2947.13,222,0
CUST_0700,69,Female,37,18,8,8,Basic,4726.72,214,0
CUST_0701,34,Female,17,4,6,1,Basic,4077.88,80,0
CUST_0702,24,Male,58,6,6,12,Basic,3734.98,263,0
CUST_0703,42,Male,23,12,0,12,Basic,3711.28,135,0
CUST_0704,62,Female,26,27,1,22,Standard,972.3,306,0
CUST_0705,21,Female,29,9,3,22,Standard,4140.94,242,0
CUST_0706,53,Female,33,15,3,3,Standard,1452.98,303,0
CUST_0707,23,Male,27,16,2,24,Standard,4658.8,270,0
CUST_0708,48,Male,25,24,6,23,Basic,1886.74,287,1
CUST_0709,36,Female,56,12,7,11,Premium,4302.54,50,1
CUST_0710,61,Male,55,24,1,16,Standard,1404.54,189,0
CUST_0711,56,Male,10,23,3,1,Standard,2621.18,297,0
CUST_0712,44,Female,47,14,2,12,Basic,623.74,14,0
CUST_0713,27,Male,23,13,1,28,Basic,3334.58,232,1
CUST_0714,43,Male,21,25,5,17,Basic,4196.79,261,0
CUST_0715,36,Female,21,2,3,27,Basic,3620.39,192,1
CUST_0716,56,Male,43,3,5,27,Premium,2663.97,203,1
CUST_0717,20,Male,13,26,1,26,Premium,321.07,261,1
CUST_0718,62,Female,37,24,3,14,Standard,4673.86,113,0
CUST_0719,30,Male,33,22,5,7,Premium,3556.9,352,0
CUST_0720,67,Male,24,10,4,14,Standard,3754.73,36,0
CUST_0721,45,Female,44,9,2,0,Standard,3993.93,79,0
CUST_0722,37,Female,11,26,7,19,Premium,3763.94,275,1
CUST_0723,45,Female,17,20,6,9,Standard,2261.47,278,0
CUST_0724,25,Male,4,8,2,11,Basic,3694.75,162,0
CUST_0725,58,Female,47,10,5,4,Standard,3162.63,312,0
CUST_0726,56,Male,25,19,3,8,Basic,4284.68,17,0
CUST_0727,18,Female,30,3,4,22,Premium,4032.05,204,1
CUST_0728,20,Male,9,24,4,7,Premium,302.73,17,0
CUST_0729,30,Female,21,5,6,15,Standard,1956.55,202,0
CUST_0730,45,Female,20,3,4,13,Basic,270.11,210,0
CUST_0731,66,Female,19,26,2,26,Standard,600.17,78,1
CUST_0732,42,Female,19,27,9,24,Premium,3046.91,56,1
CUST_0733,50,Male,12,16,4,12,Standard,4381.73,80,0
CUST_0734,55,Female,37,17,6,22,Standard,687.14,306,1
CUST_0735,23,Female,42,15,4,20,Basic,2310.34,58,0
CUST_0736,61,Male,17,3,4,12,Premium,4563.31,18,0
CUST_0737,62,Female,37,12,8,4,Standard,4090.07,208,0
CUST_0738,49,Male,54,9,2,15,Basic,2646.37,135,0
CUST_0739,62,Female,48,21,5,25,Standard,3880.7,332,0
CUST_0740,64,Female,39,12,0,10,Basic,2661.2,10,0
CUST_0741,38,Female,28,26,9,21,Basic,874.65,69,1
CUST_0742,33,Male,41,15,4,4,Standard,711.21,341,0
CUST_0743,38,Female,35,2,7,12,Premium,1023.0,83,0
CUST_0744,28,Female,47,23,4,27,Premium,1819.52,109,1
CUST_0745,54,Female,48,18,8,10,Basic,4659.59,44,0
CUST_0746,53,Male,18,20,5,24,Premium,4018.42,132,1
CUST_0747,52,Male,14,12,7,18,Basic,2220.73,18,1
CUST_0748,36,Female,35,23,9,2,Premium,2516.08,93,0
CUST_0749,37,Male,44,4,7,14,Standard,1401.49,294,1
CUST_0750,35,Female,41,23,2,6,Premium,3551.33,148,0
CUST_0751,64,Female,7,16,6,6,Basic,4033.55,172,0
CUST_0752,58,Female,41,23,6,5,Basic,1270.63,51,0
CUST_0753,66,Female,13,16,9,2,Premium,304.93,19,0
CUST_0754,31,Female,18,1,5,29,Standard,3157.06,120,1
CUST_0755,32,Female,37,22,6,12,Basic,2856.31,324,0
CUST_0756,48,Female,13,25,1,6,Basic,2070.44,225,0
CUST_0757,18,Male,36,2,8,4,Basic,3255.08,66,0
CUST_0758,20,Male,31,3,9,22,Basic,2798.01,141,1
CUST_0759,33,Male,2,26,9,17,Basic,1327.85,189,1
CUST_0760,40,Male,16,21,0,21,Standard,2048.87,158,0
CUST_0761,28,Male,9,25,0,29,Premium,2197.76,98,0
CUST_0762,29,Male,9,20,2,7,Standard,4413.22,158,0
CUST_0763,27,Male,38,17,2,16,Standard,4808.43,246,0
CUST_0764,49,Female,11,20,0,19,Basic,4475.71,344,0
CUST_0765,33,Female,54,22,6,26,Standard,3623.97,236,1
CUST_0766,25,Female,56,21,3,0,Basic,2966.46,33,0
CUST_0767,55,Female,22,29,9,13,Standard,3477.38,361,0
CUST_0768,29,Male,33,1,1,16,Basic,4701.64,241,0
CUST_0769,41,Male,36,20,9,9,Basic,1324.99,330,1
CUST_0770,45,Female,45,6,4,11,Standard,2722.09,338,0
CUST_0771,25,Female,23,29,5,15,Standard,3479.08,275,1
CUST_0772,45,Male,45,15,8,13,Premium,3428.31,71,1
CUST_0773,53,Female,45,26,3,29,Premium,1336.17,313,1
CUST_0774,43,Female,34,26,1,26,Premium,2974.98,216,0
CUST_0775,25,Female,9,14,4,15,Standard,3999.97,79,0
CUST_0776,67,Female,24,20,2,7,Standard,2427.89,169,0
CUST_0777,45,Male,8,15,1,22,Basic,3987.16,298,0
CUST_0778,45,Female,7,14,0,27,Premium,1863.42,180,0
CUST_0779,54,Female,36,25,9,9,Basic,4699.92,116,0
CUST_0780,58,Male,18,21,1,28,Basic,2716.25,260,0
CUST_0781,53,Male,3,24,5,16,Basic,3020.14,260,1
CUST_0782,44,Female,28,25,7,26,Basic,253.67,5,1
CUST_0783,34,Male,6,26,2,29,Premium,934.32,297,1
CUST_0784,26,Female,44,5,8,28,Basic,3201.38,108,1
CUST_0785,50,Female,44,6,8,17,Standard,2157.36,343,1
CUST_0786,37,Male,21,17,1,19,Standard,2590.0,360,0
CUST_0787,30,Female,28,11,7,15,Standard,408.56,117,1
CUST_0788,45,Female,40,16,9,16,Premium,4187.26,357,1
CUST_0789,65,Female,54,12,4,15,Basic,3944.08,331,0
CUST_0790,46,Female,54,15,3,18,Premium,1008.23,331,0
CUST_0791,30,Male,1,23,9,23,Basic,3208.21,13,1
CUST_0792,63,Male,36,4,4,23,Premium,4109.74,142,0
CUST_0793,52,Female,21,27,3,7,Premium,3240.19,188,0
CUST_0794,23,Male,43,18,7,5,Basic,1620.95,281,0
CUST_0795,35,Female,35,21,3,5,Premium,3314.94,115,0
CUST_0796,68,Female,13,28,9,20,Basic,1131.26,236,1
CUST_0797,22,Female,57,3,5,28,Standard,1659.45,338,1
CUST_0798,64,Female,49,22,1,8,Standard,1276.34,10,0
CUST_0799,42,Female,54,8,4,3,Standard,2828.93,199,0
CUST_0800,19,Male,54,23,5,25,Premium,630.31,252,1
CUST_0801,27,Female,10,3,4,11,Standard,4673.22,50,0
CUST_0802,47,Male,53,8,1,27,Basic,1734.21,142,0
CUST_0803,67,Male,44,18,6,11,Standard,1172.95,271,0
CUST_0804,62,Female,47,10,3,22,Standard,2533.09,16,0
CUST_0805,22,Female,53,25,7,16,Premium,1457.29,2,0
CUST_0806,50,Female,10,20,6,14,Basic,2721.03,158,0
CUST_0807,18,Female,46,17,6,8,Premium,1807.69,30,0
CUST_0808,35,Female,13,8,8,6,Premium,747.13,82,0
CUST_0809,49,Male,37,23,0,9,Basic,1402.89,31,0
CUST_0810,64,Female,38,11,9,15,Premium,2248.36,236,1
CUST_0811,66,Female,24,29,5,11,Basic,248.44,333,1
CUST_0812,28,Male,2,5,5,24,Standard,3876.15,148,1
CUST_0813,38,Male,22,26,5,6,Basic,3146.94,177,0
CUST_0814,43,Female,17,13,5,17,Basic,3046.66,35,0
CUST_0815,42,Male,36,21,9,14,Basic,2775.64,23,1
CUST_0816,39,Female,14,23,6,5,Premium,2992.53,106,0
CUST_0817,44,Male,10,5,9,25,Basic,4679.79,97,1
CUST_0818,66,Male,35,24,5,11,Basic,141.99,230,0
CUST_0819,30,Female,25,27,0,10,Basic,334.22,227,0
CUST_0820,50,Male,3,13,2,19,Standard,1038.32,100,1
CUST_0821,51,Male,47,6,1,2,Basic,919.78,55,0
CUST_0822,58,Male,38,29,5,1,Premium,987.85,195,0
CUST_0823,52,Male,17,5,7,5,Basic,3392.53,8,0
CUST_0824,18,Male,12,9,2,23,Basic,2351.47,315,0
CUST_0825,38,Male,54,27,9,21,Standard,4959.72,128,1
CUST_0826,65,Female,52,16,7,24,Basic,1211.74,32,1
CUST_0827,23,Female,24,2,7,29,Premium,1623.07,93,1
CUST_0828,45,Male,29,1,4,4,Basic,4922.78,7,0
CUST_0829,34,Female,43,8,7,17,Premium,4175.61,258,1
CUST_0830,22,Female,25,28,5,15,Standard,2402.02,341,0
CUST_0831,48,Female,36,19,4,7,Basic,2817.52,220,0
CUST_0832,22,Male,58,11,8,24,Standard,4231.57,240,1
CUST_0833,55,Female,26,28,6,29,Basic,2456.8,106,1
CUST_0834,20,Male,38,12,7,25,Premium,1109.52,36,1
CUST_0835,40,Female,1,12,0,19,Standard,4159.38,45,0
CUST_0836,54,Male,20,7,1,21,Basic,2735.09,298,0
CUST_0837,54,Male,55,26,7,10,Premium,849.91,309,0
CUST_0838,27,Female,28,13,8,9,Standard,2577.37,9,0
CUST_0839,27,Female,16,27,3,23,Basic,2124.7,87,0
CUST_0840,36,Male,47,8,9,24,Standard,4396.53,331,1
CUST_0841,34,Female,17,29,9,11,Basic,717.67,177,1
CUST_0842,38,Female,40,29,8,20,Premium,4388.53,130,0
CUST_0843,31,Female,28,22,3,27,Premium,2609.83,195,0
CUST_0844,26,Male,58,28,9,5,Standard,2081.39,11,0
CUST_0845,63,Male,12,26,9,26,Standard,893.64,306,1
CUST_0846,18,Female,27,9,9,19,Basic,3534.01,122,1
